@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
9.439,7.780,9.304,n
5.225,0.551,6.753,p
0.129,5.047,1.454,p
9.886,5.334,5.753,n
9.312,5.381,0.820,p
9.183,4.562,0.873,n
1.280,8.685,5.715,n
6.967,4.320,7.416,n
6.716,1.399,0.602,p
2.081,7.592,3.842,n
5.631,6.925,6.853,n
7.522,5.813,3.518,n
9.119,0.286,1.451,p
4.937,2.239,2.281,p
6.857,2.382,6.251,p
7.322,4.895,3.890,n
9.339,3.500,9.704,n
6.546,3.266,2.255,n
0.518,4.741,4.381,p
9.288,9.234,7.345,n
2.495,7.727,7.988,n
6.885,9.377,4.504,n
2.228,0.743,2.822,p
5.511,2.841,5.829,p
2.037,0.493,7.699,n
9.055,5.764,1.692,n
1.128,3.151,2.921,p
1.355,6.507,8.609,p
3.841,3.859,5.862,p
5.094,1.596,4.753,p
0.767,7.282,9.667,p
0.953,0.799,2.501,p
0.888,5.046,4.334,p
1.526,6.472,4.795,p
6.024,0.822,7.674,p
5.843,7.271,1.560,n
8.697,8.358,0.843,n
6.225,8.697,3.662,n
0.541,1.677,0.367,p
9.047,1.104,4.410,n
6.517,0.718,6.043,n
0.543,8.356,1.480,p
0.547,6.605,2.124,p
1.881,7.055,5.466,p
2.670,3.945,5.950,p
4.164,3.617,3.422,p
5.215,3.575,0.626,p
3.791,7.373,4.658,n
0.418,2.742,1.985,p
0.339,7.281,9.864,p
5.733,0.373,6.829,p
1.652,7.234,9.354,n
8.549,3.188,1.811,n
6.798,6.661,8.886,n
9.125,4.998,7.749,n
6.061,6.077,4.672,n
6.670,4.647,0.472,n
2.692,4.844,8.766,p
0.240,0.845,0.924,p
5.215,2.736,4.767,p
8.597,3.749,5.240,n
6.175,7.973,1.345,n
9.980,8.817,1.864,n
8.942,8.903,8.785,n
9.276,3.261,0.104,n
4.333,5.342,6.403,n
6.325,6.809,2.477,n
5.086,3.177,1.624,p
3.149,5.716,7.921,n
6.174,2.130,5.271,p
9.357,3.341,0.513,n
6.295,3.348,3.914,n
7.616,1.419,4.780,n
4.837,0.016,1.838,p
3.382,1.841,8.306,p
3.789,1.084,6.618,p
1.425,7.615,5.990,n
8.465,4.882,0.474,n
7.899,6.694,2.136,p
5.862,4.447,6.583,p
2.968,3.312,0.826,p
8.164,4.479,0.638,n
9.772,5.662,7.875,n
2.665,9.536,7.912,n
2.318,7.974,5.415,p
0.360,7.819,0.731,p
6.591,2.462,1.425,p
0.990,0.757,3.237,p
3.187,4.627,5.359,p
6.900,2.567,6.735,n
6.700,6.530,0.200,n
0.170,3.216,7.599,n
7.942,5.906,3.448,n
4.688,0.994,0.018,p
1.928,9.036,9.716,n
2.698,7.641,6.613,n
0.154,0.955,2.615,p
2.081,6.283,6.945,p
9.632,9.158,9.788,n
6.454,7.435,2.527,n
1.276,3.726,5.698,n
0.250,5.020,7.848,p
2.248,7.850,8.429,n
6.000,7.699,0.221,n
1.039,4.104,1.498,p
1.869,0.977,2.497,p
7.079,4.853,3.679,n
9.000,7.460,5.582,n
5.288,7.703,8.161,n
0.723,1.356,4.224,p
6.345,0.376,4.470,p
0.851,6.301,7.590,p
2.474,7.953,4.451,n
1.513,5.046,1.320,p
7.015,0.292,5.127,p
9.868,8.489,5.204,n
0.923,0.836,3.289,p
5.117,1.256,5.154,p
8.507,2.094,2.308,n
0.442,9.428,8.202,n
6.137,8.069,2.342,n
1.138,5.099,6.554,p
7.877,0.301,9.145,p
8.567,9.313,7.102,n
3.708,8.736,9.234,n
6.769,5.827,6.008,n
8.788,0.106,3.759,p
2.019,4.674,3.471,p
3.861,8.284,4.094,n
0.696,4.849,5.544,p
8.466,6.533,1.657,n
9.262,5.605,6.390,p
1.490,7.807,1.950,p
5.253,7.782,2.763,n
3.030,9.356,5.038,n
5.590,5.258,6.850,n
8.951,2.039,1.558,n
1.724,9.766,4.634,n
7.364,6.633,2.892,n
1.837,7.812,7.172,n
4.154,8.791,8.453,n
4.231,4.472,9.020,p
3.541,0.874,2.968,p
1.515,8.785,7.118,n
3.345,5.609,0.235,p
3.020,4.677,6.295,p
7.998,1.325,9.572,p
2.064,1.532,0.854,n
2.497,0.136,6.614,p
3.247,7.110,2.479,n
9.695,9.883,4.426,n
4.498,6.896,8.971,n
2.087,2.342,4.447,p
8.399,9.258,1.729,p
2.835,2.229,7.914,p
8.604,7.464,8.692,n
4.086,8.322,1.845,n
9.690,1.729,1.810,n
6.017,1.640,7.769,p
9.272,5.293,0.318,n
6.806,4.992,0.118,n
7.047,2.384,2.843,p
5.588,4.021,0.030,n
2.452,5.172,4.487,p
3.616,3.955,1.248,p
1.941,4.570,3.126,p
5.480,3.150,6.573,p
6.725,9.925,8.880,n
9.368,1.063,5.816,n
6.273,6.640,4.021,n
4.073,1.370,9.877,p
1.575,1.468,7.092,p
6.471,6.860,2.068,n
3.400,2.206,2.665,p
5.260,0.115,9.833,p
2.590,5.587,9.078,p
4.367,1.405,8.667,p
5.722,5.552,2.270,n
7.129,2.115,9.031,n
0.315,5.025,9.321,n
7.087,2.707,9.324,n
8.049,1.994,9.168,n
7.749,3.854,3.662,n
0.560,9.779,7.551,n
8.787,4.224,5.254,n
1.173,5.568,7.567,p
8.697,0.505,3.427,p
0.431,5.279,9.183,p
1.154,2.200,4.173,p
5.676,6.447,3.425,n
4.165,1.554,9.229,p
9.993,5.174,2.365,n
8.489,1.789,8.585,n
1.404,3.126,8.816,p
8.008,0.148,6.389,p
5.579,7.941,7.285,n
0.292,4.118,0.863,p
6.082,4.709,2.944,n
0.452,1.880,8.641,p
9.611,3.478,6.491,p
7.120,6.775,3.664,n
6.984,7.120,4.193,n
3.055,6.118,6.969,p
9.381,4.778,0.510,n
6.908,0.442,1.742,p
8.137,0.099,3.183,p
2.407,9.607,5.737,n
3.360,1.711,6.421,p
0.330,8.319,5.842,p
0.355,7.835,3.917,p
9.838,5.520,8.216,n
3.797,9.712,0.081,n
8.419,2.390,2.528,n
2.571,4.790,4.361,p
4.150,6.319,0.965,n
7.504,1.505,1.894,p
8.957,2.895,0.430,n
8.470,1.225,1.067,p
5.935,2.928,6.719,p
3.660,0.673,2.632,p
9.442,2.618,1.237,n
7.239,8.503,8.725,n
7.355,5.697,4.700,n
5.151,3.932,3.434,p
4.852,9.412,7.987,n
7.663,7.613,5.668,n
2.164,4.503,6.368,p
9.096,0.258,8.245,p
8.515,3.376,0.988,n
4.592,6.087,1.021,n
3.298,4.674,4.681,p
6.337,0.352,7.018,p
1.245,7.509,8.716,p
0.962,6.747,4.536,p
4.342,9.101,9.274,n
5.476,1.897,8.652,p
4.321,7.212,4.231,n
3.014,3.097,0.321,p
7.048,2.492,9.983,n
7.444,7.552,6.523,n
9.987,8.544,8.885,n
2.207,1.543,3.958,n
5.991,6.598,4.381,n
0.478,7.533,9.801,p
1.107,3.646,3.243,p
6.275,9.447,5.185,n
4.077,5.796,8.862,n
1.448,4.494,6.738,p
6.401,0.102,0.448,p
9.362,6.047,5.801,n
3.504,4.266,9.685,p
7.814,9.325,6.435,n
6.358,3.315,7.099,n
7.285,7.446,7.725,n
3.449,5.663,0.858,p
6.375,6.125,0.217,n
7.324,9.257,6.723,n
4.702,7.381,1.709,n
0.910,6.469,6.438,p
8.716,5.112,3.638,p
9.363,5.399,0.506,p
6.191,8.763,8.195,n
3.975,2.310,9.216,n
5.345,2.773,5.071,p
4.885,1.063,0.916,p
5.837,2.047,8.779,p
2.358,3.008,9.977,p
7.033,5.396,1.641,n
8.659,2.315,2.354,p
7.056,2.513,5.788,n
3.449,0.716,2.808,p
5.824,4.351,5.849,n
2.102,1.511,0.593,p
5.176,4.304,7.546,p
1.835,3.044,8.742,p
5.684,5.045,2.468,n
6.726,8.807,3.866,n
4.914,5.105,1.235,n
8.914,3.720,4.664,n
8.133,6.201,9.289,n
0.143,2.002,8.087,p
6.804,1.495,9.540,n
9.631,7.214,8.214,n
8.421,7.899,4.500,p
4.778,5.460,8.302,n
6.508,4.416,4.940,n
0.670,6.542,8.020,p
1.492,8.638,4.609,n
2.861,9.138,8.442,n
8.257,1.872,2.673,p
8.802,4.051,4.859,n
8.594,6.777,1.397,n
0.181,2.155,6.094,p
2.203,7.808,2.264,n
1.043,5.056,5.516,p
8.280,5.290,7.063,n
3.597,0.757,5.663,p
8.667,2.499,0.273,n
4.548,3.685,5.644,p
3.414,3.461,9.501,p
5.606,1.786,8.456,p
2.441,0.910,4.071,p
9.546,9.519,6.429,n
2.135,5.585,0.507,p
5.204,1.595,3.516,p
6.394,0.840,8.632,p
7.078,0.296,5.584,p
9.599,5.825,9.568,n
5.791,5.970,3.498,n
6.057,2.782,4.096,p
5.995,5.119,2.041,n
6.021,9.345,2.009,n
5.895,4.247,6.587,n
6.371,4.037,1.168,n
6.369,5.829,2.833,n
0.491,5.904,6.680,p
8.285,1.427,6.700,n
2.636,8.430,5.489,n
2.626,2.238,8.421,n
6.848,4.612,1.637,n
3.074,4.467,6.322,p
9.946,5.754,9.627,n
4.391,1.718,2.674,p
0.017,3.911,4.978,p
2.938,9.421,2.414,n
8.479,3.953,1.458,n
1.763,1.037,7.922,p
2.891,5.115,4.942,p
4.704,2.251,6.007,n
9.218,5.980,4.938,n
7.147,3.387,8.930,p
0.105,2.248,1.890,p
4.729,2.182,9.501,n
4.001,3.068,9.197,p
5.996,3.406,0.300,p
1.622,1.945,0.080,p
6.708,2.988,6.899,n
0.545,1.313,5.871,p
0.393,8.483,5.904,p
5.371,0.429,8.258,p
2.668,5.833,6.655,p
8.812,2.599,7.833,n
5.348,6.300,8.998,p
7.055,2.009,4.209,p
9.833,0.066,9.832,n
7.868,4.916,7.519,n
7.279,9.243,1.345,n
1.885,4.906,6.463,p
2.258,9.313,8.490,n
1.310,9.311,6.533,n
8.139,0.013,3.726,p
7.649,1.905,2.348,n
1.455,0.563,8.256,p
0.681,1.768,9.642,p
1.418,3.934,9.567,p
5.083,2.042,6.108,p
6.540,4.106,1.655,n
6.381,1.640,6.854,p
7.701,5.694,5.478,n
5.310,0.761,0.583,p
6.078,4.903,4.716,n
3.693,8.926,6.504,n
5.580,4.375,2.047,n
3.096,1.405,9.516,p
8.760,4.361,3.663,n
2.605,9.420,2.866,n
2.550,7.179,3.987,n
5.989,2.123,6.444,p
1.063,3.620,3.974,p
0.314,1.452,4.668,p
7.859,9.372,0.268,n
9.300,5.464,0.608,n
7.943,2.988,1.796,n
2.342,6.781,3.250,p
8.960,1.109,8.088,n
5.542,3.954,1.361,p
8.966,7.383,6.447,n
6.686,7.930,3.464,p
6.154,7.331,8.610,n
4.374,9.035,1.604,n
9.726,8.497,4.237,n
8.417,1.021,6.211,p
9.047,6.866,5.061,n
8.141,0.833,7.594,p
3.940,7.525,9.689,n
5.785,5.502,6.089,n
9.586,9.370,5.676,n
0.972,3.091,9.820,p
0.638,1.525,9.451,n
0.573,7.768,9.932,n
1.695,5.461,9.267,p
1.585,2.584,4.301,p
5.090,6.134,5.085,n
7.899,5.055,0.712,n
1.209,3.741,8.702,p
6.704,2.803,0.122,n
9.302,4.260,9.347,n
1.992,5.168,3.078,p
3.144,9.834,7.094,p
2.197,4.023,2.381,n
2.637,3.352,3.115,p
0.519,6.577,2.922,p
0.521,3.593,9.470,p
0.501,0.265,4.520,n
4.324,1.275,6.917,p
1.302,6.466,6.653,p
0.296,9.996,2.463,n
4.758,5.190,0.112,n
8.306,2.299,6.425,n
1.052,2.098,0.248,p
8.291,0.124,4.694,p
0.450,2.554,7.938,p
3.545,8.067,2.651,n
0.124,1.930,8.687,p
7.717,4.405,3.454,n
3.637,5.425,3.032,p
8.134,4.564,5.922,n
1.072,2.166,0.182,p
1.229,6.548,4.863,n
1.101,3.143,1.824,p
0.101,8.448,2.216,p
3.848,3.421,2.496,p
1.153,3.048,7.093,p
9.676,0.584,5.053,n
0.962,4.157,1.818,p
9.396,9.863,9.145,n
7.481,0.993,9.934,p
0.462,0.585,6.860,p
0.646,3.601,8.958,p
3.621,8.964,0.620,n
4.511,2.382,1.325,p
0.632,3.447,4.407,p
7.356,0.739,0.488,p
8.523,7.290,1.828,n
7.781,9.972,4.173,n
3.640,2.642,0.381,p
5.973,3.587,3.609,n
2.741,1.632,7.012,p
5.459,5.303,2.521,n
4.006,1.932,6.610,p
2.906,6.669,7.371,n
1.263,1.353,4.370,p
2.504,3.232,7.505,p
3.521,5.742,1.369,p
4.458,5.318,7.671,n
1.243,5.552,2.633,p
5.032,4.828,6.289,n
5.819,2.124,1.682,p
0.146,5.398,1.193,p
1.997,4.131,8.199,p
0.672,5.349,3.094,p
6.592,2.421,9.154,p
0.558,0.053,3.581,n
5.994,0.625,2.083,p
8.890,8.508,2.768,p
0.080,4.100,8.626,n
1.119,3.208,8.046,p
3.489,4.962,6.377,p
5.768,3.053,2.613,p
1.640,1.905,3.214,p
2.743,6.268,3.230,p
9.014,4.417,6.778,n
3.040,1.412,7.495,p
0.533,8.739,3.730,p
3.082,6.639,1.092,n
7.132,8.271,5.669,n
7.901,8.266,2.359,n
4.521,4.620,5.392,p
5.542,0.879,4.318,p
8.501,8.563,2.219,n
1.117,1.445,2.290,p
4.625,6.511,9.100,n
0.956,4.893,7.236,p
2.106,5.299,6.935,p
8.015,6.711,2.191,n
6.782,6.742,5.982,n
5.811,0.288,8.001,p
6.907,8.401,3.474,p
6.347,3.689,6.464,p
7.183,2.492,4.641,n
0.558,4.209,2.157,p
2.100,2.917,4.681,p
1.844,5.056,0.326,p
3.181,1.727,5.256,p
7.942,2.052,7.767,n
1.433,0.255,9.401,p
2.988,4.998,5.508,p
6.079,1.074,4.121,p
5.346,0.819,8.228,n
9.320,7.956,9.175,p
1.448,4.907,6.334,p
4.682,1.750,1.124,p
5.865,0.200,3.682,p
0.443,3.183,1.407,p
3.636,2.519,9.558,p
0.932,7.736,4.582,n
0.287,7.723,9.625,p
1.858,6.201,8.973,p
1.210,6.889,2.615,p
6.201,4.769,4.470,n
3.160,2.154,8.233,n
5.478,0.340,3.467,p
1.669,9.349,6.489,n
8.428,5.869,7.888,p
9.064,7.259,4.041,n
1.467,2.262,3.373,p
7.855,3.049,3.782,n
3.058,9.922,4.109,n
2.478,2.501,6.407,p
4.809,2.732,5.275,p
5.995,8.762,0.368,n
7.707,7.224,4.556,n
0.181,1.233,2.858,p
7.021,1.783,0.238,p
7.912,1.738,1.754,p
7.650,1.751,6.983,p
6.324,5.534,2.196,n
3.622,2.848,4.692,p
5.474,1.559,1.647,p
9.851,8.467,6.039,p
1.222,3.226,1.274,p
0.104,9.650,2.254,n
9.178,1.423,9.515,n
8.611,6.734,9.064,n
4.742,5.875,5.401,n
6.368,8.055,5.991,n
3.401,9.790,3.327,n
3.373,8.923,3.051,n
0.927,5.290,5.512,p
0.026,9.346,4.163,p
6.141,5.815,9.931,n
0.620,4.687,2.037,p
8.616,0.487,7.614,p
7.039,4.312,3.638,n
4.730,3.612,3.798,n
0.773,6.384,6.620,p
3.753,9.769,4.840,n
7.131,4.067,4.902,p
4.482,4.734,0.074,p
8.508,5.724,3.784,n
9.714,8.699,9.951,n
7.245,7.757,9.354,n
3.241,2.010,6.757,p
0.112,4.249,0.355,p
9.673,5.652,4.436,n
9.584,6.606,6.648,n
8.362,0.557,6.166,p
9.007,6.991,9.807,n
3.051,3.655,6.167,p
0.389,0.690,9.825,p
7.837,9.699,5.785,n
8.515,4.265,9.902,n
9.949,2.919,4.265,p
3.726,5.022,0.875,p
4.689,5.311,5.573,n
2.653,6.315,4.504,p
9.137,0.340,5.363,p
0.060,3.105,1.586,p
3.899,5.051,5.541,p
4.652,4.377,4.944,p
4.392,3.106,8.282,p
1.738,3.645,4.096,p
8.600,0.962,7.108,n
6.302,3.408,2.785,n
8.120,2.038,0.615,n
5.384,5.242,7.991,p
7.595,0.157,8.591,p
0.902,2.437,3.735,p
0.153,0.004,4.368,p
4.352,4.453,4.145,p
1.568,5.492,8.704,p
9.453,4.428,8.981,n
1.345,5.407,4.589,p
9.971,4.271,7.648,n
6.028,5.147,2.890,n
7.856,5.672,7.997,n
6.858,8.526,6.636,n
4.104,1.689,4.455,p
8.805,4.407,8.106,n
3.568,6.107,4.128,n
5.662,8.230,1.070,n
0.666,9.884,8.127,n
4.412,7.945,9.083,n
1.462,6.923,5.013,p
0.337,7.338,1.732,n
6.279,2.245,6.077,p
7.928,6.134,8.434,p
8.585,8.336,3.015,n
2.638,6.065,6.179,p
2.627,1.674,9.051,p
5.391,6.524,9.036,p
9.062,4.910,3.343,n
7.166,8.443,9.893,n
7.298,0.976,7.444,p
3.270,0.953,0.974,p
9.717,9.041,5.628,n
6.222,9.152,1.019,n
4.885,3.084,5.750,p
3.091,1.058,3.888,p
3.705,0.830,8.222,p
5.066,8.086,7.650,n
9.328,6.466,7.235,n
5.289,6.542,5.694,n
2.002,4.251,7.488,p
3.235,4.539,4.209,p
6.334,6.684,9.149,n
7.803,4.162,8.405,n
8.623,5.373,3.245,p
8.982,9.435,2.965,n
8.177,0.144,3.628,p
4.408,4.677,3.921,p
1.841,1.845,1.972,p
0.332,9.520,7.523,n
5.642,3.187,2.626,p
3.779,1.065,6.460,p
6.463,2.677,0.650,p
6.480,1.793,6.326,p
6.160,2.078,0.925,p
4.366,1.256,9.299,p
7.457,8.290,0.308,n
2.721,3.875,0.206,p
0.458,4.873,8.484,n
8.949,8.714,7.131,n
4.634,5.517,7.841,n
9.867,6.507,0.430,n
1.357,2.887,6.248,p
1.695,0.124,8.350,p
5.427,7.919,8.953,n
4.021,2.060,3.311,p
2.927,2.463,5.355,p
2.556,4.417,7.362,n
5.204,1.074,3.654,p
4.009,4.669,0.851,p
1.328,3.645,4.865,p
1.277,6.246,5.950,p
7.890,2.859,5.116,n
4.415,6.264,2.748,n
5.662,0.019,2.218,p
6.823,5.489,7.087,n
9.884,9.581,7.906,n
2.452,9.802,4.038,n
1.102,6.970,8.322,p
3.002,0.528,9.293,p
2.150,7.804,3.601,n
5.539,7.062,1.376,n
5.696,9.946,2.097,n
7.051,3.753,1.200,n
3.759,6.034,5.334,n
3.163,6.593,4.143,n
5.889,3.518,0.886,p
4.189,1.706,4.897,p
0.098,2.356,6.006,n
7.817,3.862,7.167,p
1.463,1.576,4.219,p
0.625,8.477,9.900,p
8.986,7.351,5.024,n
7.763,0.937,7.103,p
0.616,2.803,5.541,p
0.574,2.120,5.767,p
8.155,3.501,9.327,n
8.219,2.824,5.763,n
7.426,8.057,4.160,p
9.860,8.491,8.248,n
3.236,1.717,4.865,p
8.861,6.918,0.920,n
8.864,1.391,2.548,n
2.360,2.749,6.675,p
3.313,8.720,5.797,n
0.813,2.301,6.377,n
8.971,7.577,9.418,n
1.741,7.252,2.402,p
3.142,0.223,1.929,p
5.353,0.748,5.162,p
9.040,6.747,1.962,n
4.791,1.093,2.807,p
8.859,8.150,1.813,n
8.081,1.475,4.715,n
0.480,9.957,1.630,n
8.806,3.174,0.701,p
4.218,7.490,5.437,n
7.888,8.843,0.972,p
1.592,5.319,9.777,p
4.542,0.987,6.820,p
4.270,0.094,5.731,p
9.650,7.929,8.392,n
1.904,8.278,1.637,n
6.713,3.329,3.449,n
5.505,1.978,9.681,n
2.732,9.182,7.864,n
8.566,2.307,9.969,n
0.729,8.056,0.544,p
6.302,3.832,4.634,p
9.393,9.709,7.576,n
7.603,8.634,8.328,p
5.367,6.265,4.612,n
8.392,2.758,7.028,n
9.565,3.285,9.256,n
3.337,7.069,8.635,n
9.851,2.656,1.193,n
6.796,5.879,1.947,n
1.816,5.754,9.956,p
2.859,8.635,5.253,n
3.986,1.407,3.835,p
1.615,6.173,5.542,p
3.934,8.564,4.216,n
8.951,9.218,0.789,n
9.466,7.085,4.499,n
9.225,5.503,7.060,n
7.309,5.504,7.608,n
5.019,6.241,7.229,n
0.982,9.078,3.321,n
7.347,7.713,3.504,n
1.314,7.230,1.727,p
2.969,7.393,1.523,n
0.809,0.317,6.543,p
9.055,3.418,1.381,n
2.735,0.014,8.884,p
5.210,9.291,2.674,n
2.839,6.167,5.722,p
9.485,0.777,6.659,n
1.404,0.330,2.556,n
3.034,4.649,1.686,n
2.336,3.991,4.956,p
3.430,1.759,2.445,p
4.214,3.194,4.930,p
7.622,0.544,6.369,p
0.359,1.750,3.626,p
2.533,6.560,7.729,p
4.711,6.792,3.102,n
4.029,9.618,9.973,n
2.072,9.710,4.503,n
9.638,2.467,1.708,p
6.522,0.390,7.070,n
1.276,1.179,6.891,p
8.367,0.992,7.411,p
1.741,3.343,8.264,p
5.843,0.177,8.794,p
8.505,1.805,6.464,n
5.210,5.389,3.572,n
0.204,9.413,0.143,p
2.191,6.864,0.059,n
5.653,2.956,5.430,p
1.019,0.255,9.518,p
1.484,1.275,3.973,p
1.833,2.398,4.455,p
1.991,5.529,9.582,p
4.869,7.268,6.909,n
5.092,0.249,8.673,p
5.085,2.351,4.660,p
0.414,7.350,3.583,p
8.196,1.444,3.651,n
2.387,5.209,9.587,n
6.123,6.325,3.835,n
5.426,5.172,4.342,n
9.764,2.818,3.829,n
4.423,3.717,3.628,p
9.959,4.427,7.197,n
2.755,6.002,5.845,p
3.806,1.214,0.612,p
5.268,3.917,8.399,p
5.416,6.342,3.144,n
3.992,0.656,3.290,p
0.885,9.920,6.600,n
9.512,2.299,7.313,n
9.410,6.070,9.120,n
2.435,7.778,1.058,p
9.735,8.448,5.506,n
0.891,0.152,9.249,p
0.803,7.917,5.153,p
9.541,6.749,2.613,n
1.215,7.548,9.440,n
7.952,9.898,6.163,n
8.709,8.904,2.330,n
0.775,4.801,0.297,p
7.799,4.728,9.128,n
8.534,1.191,2.289,n
0.039,0.225,2.810,p
2.433,0.201,0.461,p
0.780,1.724,6.019,p
9.497,8.989,5.757,n
1.219,3.860,3.155,p
9.010,7.827,1.989,n
6.202,8.188,6.397,n
0.157,8.896,8.787,p
5.757,9.014,3.939,n
3.043,2.645,8.527,p
6.618,1.759,8.019,n
1.317,0.023,0.553,p
8.837,5.191,5.676,n
4.170,0.597,7.862,p
2.057,0.090,3.467,p
3.566,4.032,4.048,p
2.350,0.007,3.517,p
7.422,2.375,0.147,n
2.453,2.018,6.017,p
0.358,3.101,9.331,p
7.703,7.171,4.804,n
8.556,9.154,3.421,n
0.695,5.584,0.539,p
5.302,1.983,4.553,p
7.515,6.734,6.924,n
5.448,5.277,4.990,n
7.849,8.959,7.657,n
5.322,1.358,8.052,p
2.028,0.024,9.828,p
7.657,8.118,8.830,p
4.171,1.164,6.404,n
9.288,6.146,8.239,n
1.008,9.474,9.411,n
2.266,2.982,4.565,p
1.791,8.232,4.144,p
4.011,5.864,8.375,n
5.451,1.123,9.285,p
1.290,7.306,3.527,p
9.492,6.340,5.913,p
2.176,3.663,5.155,p
0.823,6.238,9.701,p
0.202,6.829,1.351,p
8.465,8.233,0.311,n
4.219,9.451,5.821,n
3.947,7.492,5.273,n
1.946,8.360,4.281,n
2.347,7.206,3.851,n
1.205,0.342,6.548,n
5.742,7.732,4.525,n
7.652,1.979,2.289,n
8.893,0.403,9.431,p
0.311,2.915,9.407,p
8.901,0.628,5.990,n
0.688,7.335,4.037,p
2.697,5.508,3.188,p
5.656,6.969,1.137,n
6.764,9.631,6.374,n
6.776,8.339,7.085,n
2.461,2.065,4.714,p
6.936,1.437,1.282,p
7.987,6.106,3.217,n
0.141,9.351,9.176,p
0.715,7.924,0.133,p
0.141,3.764,2.608,p
0.824,5.037,0.529,p
5.681,6.390,8.234,n
8.720,6.863,9.721,n
9.343,2.331,9.470,n
7.822,7.857,3.211,n
7.452,7.418,4.300,n
9.613,6.662,4.546,n
9.685,9.823,4.004,n
9.722,7.512,5.854,n
4.356,2.694,1.518,n
2.354,1.858,1.817,p
3.371,2.434,5.115,p
9.396,9.276,9.180,p
7.324,1.767,9.392,p
7.507,6.014,3.395,p
8.780,8.204,0.819,n
8.278,3.659,8.946,n
8.306,0.213,0.620,p
1.051,3.773,6.560,p
7.260,0.675,7.806,p
5.021,7.696,7.727,n
6.909,4.233,3.973,n
0.487,2.559,7.180,p
6.285,1.974,5.429,p
7.500,9.150,1.298,n
0.150,2.919,2.933,p
6.283,0.055,6.080,p
5.711,9.183,4.310,n
4.405,1.529,1.761,p
0.085,1.736,0.167,p
7.827,8.621,7.722,n
6.501,8.265,7.354,n
1.418,8.364,4.609,n
3.499,5.149,5.514,p
2.107,3.901,1.328,p
8.816,9.849,3.871,n
3.520,8.197,5.584,n
5.646,7.635,6.782,n
4.503,9.043,0.993,p
4.067,3.260,7.635,p
6.398,9.543,7.024,p
0.447,6.176,1.567,p
1.647,3.117,6.373,p
1.960,3.747,1.299,n
4.842,2.004,6.783,p
0.166,5.630,5.486,p
1.289,7.529,2.055,p
1.671,3.803,7.912,p
9.294,3.562,7.354,n
3.982,0.543,3.156,p
2.726,3.120,2.756,p
3.038,1.079,2.196,p
9.218,5.063,9.232,n
4.958,5.702,5.567,p
2.602,0.245,8.690,p
3.354,3.950,2.848,p
4.217,8.166,4.852,n
1.395,5.172,8.153,p
7.491,2.955,6.662,n
0.456,1.286,8.712,p
1.474,0.058,0.702,p
6.693,9.816,1.529,n
3.635,9.453,8.650,n
1.969,8.857,4.115,n
5.829,0.084,2.243,p
1.870,5.687,3.335,n
0.245,6.089,6.499,p
3.262,3.014,7.135,p
7.491,3.824,9.791,p
4.082,5.009,6.304,n
7.392,5.892,1.965,n
0.220,0.830,7.046,p
4.976,4.413,1.949,n
1.028,7.245,5.225,p
6.510,5.941,0.935,n
5.407,8.053,1.135,n
5.366,5.629,2.226,n
8.204,0.015,6.077,p
6.218,7.674,1.592,n
7.088,0.618,5.877,p
0.286,3.373,6.557,p
1.567,0.300,8.189,p
0.288,0.442,6.274,p
0.054,0.533,0.787,p
2.716,6.616,8.417,p
3.105,1.514,6.868,p
4.182,3.119,8.091,p
0.443,2.631,7.268,p
2.246,5.038,1.403,p
7.059,2.250,5.841,p
6.128,7.277,8.671,n
0.717,2.564,9.080,n
8.341,9.039,6.688,n
8.109,6.682,7.790,n
7.717,9.232,2.906,n
4.783,7.814,5.790,n
0.024,7.414,4.729,n
4.533,2.148,1.040,n
2.831,4.937,0.120,p
8.763,1.155,4.810,n
8.263,8.079,3.523,n
9.980,8.311,5.568,n
1.748,8.091,4.037,n
0.524,0.216,2.976,p
0.435,0.344,0.002,p
5.587,5.321,0.050,n
2.622,9.936,2.266,n
8.523,5.958,7.739,n
9.707,3.577,2.291,n
4.984,1.209,8.870,p
1.706,5.179,8.446,p
5.073,4.837,9.017,n
6.573,9.880,8.596,n
6.812,1.035,7.463,p
0.896,2.468,3.040,p
6.322,0.876,3.811,p
3.264,9.815,9.477,n
0.245,2.248,2.483,p
3.718,3.704,2.857,n
2.150,4.922,6.563,n
5.876,4.612,9.740,n
0.237,8.301,5.164,p
9.880,0.536,8.774,n
6.382,3.208,5.846,n
2.663,0.404,3.366,p
5.105,4.304,9.671,p
8.738,3.523,8.603,n
8.744,9.008,1.265,n
9.787,8.773,0.957,n
1.341,1.526,4.040,p
5.063,9.182,4.590,n
1.180,2.474,4.027,p
9.821,7.980,2.422,n
0.184,7.729,6.902,p
2.182,7.424,9.950,n
6.559,8.968,9.756,n
3.400,4.416,6.847,p
9.391,9.445,1.583,n
6.431,8.919,6.161,n
4.678,5.145,1.764,p
1.405,5.187,0.782,p
2.705,9.153,7.090,n
3.361,7.779,9.939,n
7.444,7.059,8.550,n
2.286,6.975,2.921,p
0.388,1.243,9.192,p
6.912,6.746,3.461,n
7.822,7.373,8.612,n
7.574,3.323,2.613,n
4.280,2.211,7.475,p
7.886,1.003,4.753,p
7.563,2.060,8.451,n
2.757,5.707,0.008,p
9.342,6.565,0.663,n
6.664,3.574,4.566,n
5.361,9.248,7.401,n
4.985,7.448,8.783,n
